title,text,label
Tibetan exile leader warns of Chinese aggression: 'China will transform you',"The oppression of Tibetans by the Chinese government is well documented but new reports show that it's getting worse. China is ramping up its abuses and 500,000 Tibetans are now being held in labor camps as part of a systematic genocidal campaign that has one aim. ""They want to make Tibet into a Chinese province and they want to make Tibetans into Chinese,"" outgoing Tibetan president-in-exile, Lobsang Sangay, told Fox News. The Chinese military has recently increased its presence in the country; forced sterilization is being reported, while people are routinely arrested and known to be tortured and killed. Sangay said it must be stopped. ",0
Stop flow of pro-China propaganda in Taiwan,"The Ministry of Justice Investigation Bureau and the New Taipei City Prosecutors Office recently uncovered misconduct by Kaohsiung news outlet China VTV Co. The company is being investigated for allegedly having financial connections with China without the approval of the Ministry of Economic Affairs Investment Commission. China VTV also allegedly conducted an information campaign by creating videos in line with Chinese propaganda and posting them on social media, aiming to foment social division and mistrust in the government, prosecutors said. This is nothing short of exhilarating, as it means that the government is finally using legal means to stop pro-China accomplices that are promoting Chinese propaganda.",0
Taiwan warns Australia about hidden Chinese agenda,"Beijing is pursuing a divide and conquer strategy as it cultivates ties with Canberra, Taipei's envoy has claimed Taiwan has warned Australia to be wary of a rapprochement with China, claiming that President Xi Jinping could be attempting to drive a wedge between Western countries. In an interview with the Sydney Morning Herald and The Age published on Monday, Douglas Hsu, who was recently appointed as Taiwan's chief representative to Canberra, warned that Xi may have a hidden agenda in bilateral relations. Insisting that he has nothing against improved ties between China and Australia, and that he understands the desire to ramp up trade, Hsu urged Canberra to look beyond what he called the rosy pictures painted by Xi about bilateral relations. Their strategy is basically divide and conquer, the envoy argued. We don t want to see a very troublesome world, but we have to keep in mind and look at the track record that Beijing has. Hsu also complained about what he described as more aggressive behaviors from China in recent years. The comments came after Taiwanese defense officials said they had registered more than 103 aircraft belonging to Beijing's military operating near the island between Sunday and Monday. ",0
Young Chinese find ways to express dissent outside of the country,"Thousands of posters condemning China's top leader have appeared on college campuses in New York, Barcelona, Stockholm, Tokyo and elsewhere over the past few days as Chinese students and dissidents spread the message of a lone protester in China. The posters paper pasted onto just about everything have one common theme: Oust the despotic traitor, Xi Jinping. Those words first appeared in Beijing on Oct. 13. As Mr. Xi, China's top leader, was expected to coast to a third term during the Communist Party congress, someone whose identity has not been confirmed, managed to hang a banner on a busy bridge calling for Mr. Xi's dismissal. On Sunday, that third term was confirmed. The protest slogans on the banner also included Elections, Not Dictatorship and Citizens, Not Flunkies. The appearance of such strong dissent before an important Communist Party meeting, in a heavily policed city, astonished the whole country. The protester was taken away by police, and online discussions were quickly censored. Dissidents, however, then found ways to amplify the message overseas. The protest slogans on the Beijing bridge have popped up on bulletin boards, poles and bus stations at more than 200 colleges across at least 20 countries, as many international Chinese students said they were saluting the protester and fighting Mr. Xi's autocracy. ",0
Xi Jinping Has Fallen Into the Dictator Trap,"President Xi Jinping's first decade in power has been a study in hubris. He has purged political rivals and adopted heavy-handed policies that have imperiled China's economy. He laid the groundwork for a crackdown in the Xinjiang region that drove Muslim citizens into thought reform camps and has alarmed and alienated neighbors with an aggressive foreign policy. And things just might get worse. The Chinese Communist Party congress, which opens on Sunday, is expected to hand Mr. Xi another five years as general secretary of the party. Rather than a reassuring sign of continuity, his third term as the top leader of China could spell years of uncertainty as problems mount around an unbound leader who has shown little inclination to share decision-making. Mr. Xi fell into the same trap that has ensnared dictators throughout history: He overreached. He has concentrated more power in his hands than any Chinese leader since Mao Zedong, looming so completely over the country that he's been called the chairman of everything. Rivals real and imagined have been removed through an extensive anti-corruption campaign. Two more top former officials were jailed last month, accused of financial crimes and disloyalty to Mr. Xi. Mr. Xi has openly accused other politicians of plotting against the party from the outset of his purge ten years ago. He values fealty to himself as more important than competence, and subordinates compete to prove their loyalty by carrying out his policies to the extreme rather than raising harsh truths about negative consequences. ",0
China complains to Germany after foreign minister calls Xi a 'dictator',"China has complained to Germany after its foreign minister labelled President Xi Jinping a ""dictator"", the Chinese foreign ministry said on Monday, calling the title ""absurd"" and an ""open political provocation"". German Foreign Minister Annalena Baerbock made the remarks in a live interview with Fox News last week when asked about Russia's war on Ukraine. ""If Putin were to win this war, what sign would that be for other dictators in the world, like Xi, like the Chinese president?"" , she said. ",0
"China's military rocket force uncovers 'shortcomings,' PLA Daily reports","A unit of China's Rocket Force uncovered ""shortcomings"" during a field assessment of an exercise, the PLA Daily reported on Friday in a rare critique, suggesting gaps in combat readiness at the armed force overseeing conventional and nuclear missiles. Assessment of problems in the training and preparation of troops must be done ""every day and every month"" to clear up bottlenecks and difficulties, the official newspaper of the Chinese military reported, citing a Communist Party leader of a unit at the Rocket Force who went on a recent field survey. The combat readiness of the People's Liberation Army Rocket Force, a strategic branch of the Chinese military, has come under focus recently after its two most senior leaders were suddenly replaced at the end of July with commanders not from the force. Since August, the Rocket Force has conducted at least two drills and training sessions, according to its official account on Weibo, a popular Chinese microblog. ",0
Xi Jinping has entered a third term surrounded by loyalists,"The new A-team: Xi announced six men Li Qiang, Zhao Leji, Wang Huning, Cai Qi, Ding Xuexiang and Li Xi to stand alongside him as members of the Politburo Standing Committee, China's top ruling body. They are all staunch Xi loyalists clearing the path for him to rule with minimal internal discord or opposition. All male Politburo lineup: Xi also revealed the new 24-member Politburo, which for the first time in at least 25 years includes no women highlighting the stark lack of female representation in the Communist Party's leadership. Officials removed: Two names raised eyebrows for their conspicuous absence. Hu Chunhua, one of China's vice premiers, was once widely viewed as a candidate for top leadership but the 59-year-old is now no longer listed as a Politburo member. Meanwhile, former Xinjiang party secretary Chen Quanguo is also missing from the Central Committee roster. No clear successors: Standing Committee lineups before the Xi era have included younger members as potential successors for the top leader. But with the youngest member at 60 years old this time, there's no stand-out name in the mix a potential sign Xi is not planning to step down anytime soon. Fallout over Hu Jintao: The 79-year-old former leader was unexpectedly led out of the room during yesterday's closing ceremony of the Party Congress, seeming initially reluctant to leave. State-run news agency Xinhua later said on its English-language Twitter which is blocked in China that Hu had been removed for health reasons, though many experts have voiced doubt. The incident has so far not been reported in state-run Chinese-language media or discussed on Chinese social media, where such conversation is highly restricted.",0
"Pro-Chinese online influence campaign promoted protests in Washington, researchers say","A Chinese marketing firm likely organized and promoted protests in Washington last year as part of a wide-ranging pro-Beijing influence campaign, according to new research. The Chinese firm also used a network of over 70 fake news websites to promote pro-China content in an example of the more aggressive efforts by pro-China operatives to influence US political debate in recent years, according to security firm Mandiant, which analyzed the activity. One of the protests was against a US government ban on goods produced in China's Xinjiang region, where US officials have accused the Chinese government of systematic repression of the Uyghurs. The other protest was on the sidelines of a June conference on international religious freedom, Mandiant said. One of the protests only attracted roughly a dozen people but it showed the scope and ambition of the pro-China efforts. ",0
Anti-Xi protest spreads in China and worldwide as Chinese leader begins third term,"Jolie's nerves were running high as she walked into the campus of Goldsmiths, the University of London, last Friday morning. She d planned to arrive early enough that the campus would be deserted, but her fellow students were already beginning to filter in to start their day. In the hallway of an academic building, Jolie, who d worn a face mask to obscure her identity, waited for the right moment to reach into her bag for the source of her nervousness several pieces of A4-size paper she had printed out in the small hours of the night. Finally, when she made sure none of the students especially those who, like Jolie, come from China were watching, she quickly pasted one of them on a notice board. Life not zero-Covid policy, freedom not martial-lawish lockdown, dignity not lies, reform not cultural revolution, votes not dictatorship, citizens not slaves, it read, in English. The day before, these words, in Chinese, had been handwritten in red paint on a banner hanging over a busy overpass thousands of miles away in Beijing, in a rare, bold protest against China's top leader Xi Jinping. Another banner on the Sitong Bridge denounced Xi as a dictator and national traitor and called for his removal just days before a key Communist Party meeting at which he is set to secure a precedent-breaking third term.",0
"Beijing must abandon acts of coercion and aggression, says Taiwan","Taiwan's Interior Affairs Council, a government agency responsible for handling cross-strait affairs, responded on Sunday to Xi Jinping's speech by saying that Beijing should abandon its acts of coercion and aggressionî. Xi declared in the opening speech of the 20th Communist Party Congress that it is up to the Chinese people to resolve the Taiwan issue and that the country will never renounce the right to use force, but will fight for a peaceful solution. While the Chinese Communist Party is facing drastic changes in international relations and growing social and economic challenges, its policy towards Taiwan still lacks a new line of thought or correct judgment, the council said in a statement. China views Taiwan, which is democratically governed, as its own territory, despite strong objections from the Taipei government, which rejects claims to sovereignty and says only the people of the island have the right to decide their future. Taiwan President Tsai Ing-wen has previously said that war between Taiwan and China is absolutely not an option and reiterated her willingness to talk to Beijing. China refuses to speak to Tsai, considering her a separatist. Beijing offered Taiwan a one country, two systems model of autonomy, the same formula it uses for Hong Kong. But all major Taiwanese political parties have rejected this proposal and it has almost no public support, according to opinion polls.",0
"China's Xi emerges from Communist Party Congress with more power, set for third term","China's top leader Xi Jinping is set to begin a norm-breaking third term with an even greater concentration of power, after retiring key party leaders from the top ruling body to make room for his own allies. The week-long Communist Party Congress concluded Saturday with the ushering in of a new Central Committee the party's 200-member central leadership which will in turn select a new slate of top leaders on Sunday. Premier Li Keqiang and Wang Yang neither of whom is seen to have close ties with Xi are not included in the new Central Committee, meaning they have left China's top ruling body and will go into full retirement. Xi is widely expected to be appointed the party's general secretary for another five years on Sunday, paving the way for potential lifelong rule. At 69, he has exceeded the informal retirement age of 68 for senior party leaders. Xi's name is included in the list of new Central Committee members. ",0
UN envoys tour Tibet on China-organised trip amid rights scrutiny,"A group of U.N. ambassadors are touring Tibet on a trip arranged by China, diplomats said, an apparent push by Beijing to counter mounting criticism of its human rights record ahead of a review by the global body in early 2024. Photos posted on the social media platform X suggested the trip was mostly attended by close Chinese allies. U.N. experts have this year voiced repeated concerns over Tibet, which is administered by Beijing as an autonomous region within China, most recently in August when they raised the plight of jailed Tibetan rights defenders. The United States last week imposed visa sanctions on unnamed Chinese officials for allegedly taking part in ""forced assimilation"" of Tibetan children through state-run boarding schools seeking to eliminate Tibet's traditions, according to a statement from U.S. Secretary of State Antony Blinken. China's foreign ministry on Thursday vowed ""reciprocal"" measures and condemned U.S. ""lies on Tibet"". China has also faced criticism for its treatment of Muslims in its Xinjiang region, which the U.N. said a year ago may constitute crimes against humanity. ",0
"Philippines says China blocked, water-cannoned boat in South China Sea ","The Philippines on Sunday accused China's coast guard of blocking and water-cannoning a Philippine military supply boat in the South China Sea, condemning the ""excessive and offensive actions"" against its vessels. China's coast guard countered that it had implemented necessary controls in accordance with the law to deter Philippine ships, which it accused of trespassing and carrying illegal building materials. China claims sovereignty over almost the entire South China Sea, an assertion rejected internationally, while Malaysia, Vietnam, Brunei, Taiwan and the Philippines have various claims to certain areas. Beijing often irks its neighbours with maritime actions they call aggressive and with longer-term activities like building islands on reefs and equipping them with missiles and runways. A Chinese coast guard vessel on Saturday blocked and water-cannoned the chartered Philippine boat on a routine troop rotation and resupply mission, ""in wanton disregard of the safety of the people on board and in violation of international law"", the Armed Forces of the Philippines said. ",0
China opposes UK's 'discriminatory actions' against China-linked deals,"China firmly opposes what it called the British government's ""discriminatory actions"" against Chinese firms, the country's embassy in the UK said after London intervened in Chinese-linked takeovers eight times in the last year. The British government said in a report that it had blocked or imposed conditions on eight transactions involving China-linked investment in domestic companies under its National Security and Investment Act in the last year. ""We strongly urge the British side to stop its unreasonable suppression of Chinese enterprises and provide a fair, just and non-discriminatory business environment for them,"" the Chinese embassy in London said on Wednesday. Introduced in 2021, the National Security and Investment Act aimed to give Britain stronger powers to scrutinise and intervene in foreign investments, having traditionally been one of the most open markets for global mergers and acquisitions. Britain said that China-related investment accounted for eight of the 15 interventions it had made in its first full-year set of figures of how the law was being used. In November Britain ordered Chinese-owned technology company Nexperia to sell at least 86% of Britain's biggest microchip factory, Newport Wafer Fab, following a national security assessment under the law. Britain is attempting something of a reset of relations with China, working together on areas of agreement while balancing national security concerns. Complicating efforts to improve relations is a spat over China's plans to build a new embassy next to the Tower of London, which started as a local dispute but has escalated into a diplomatic standoff.",0
China urges NATO to stop exaggerating China threat theory ,"China's mission to the European Union urged NATO on Tuesday to stop exaggerating the China threat theory after the group's leaders warned that the country presented systemic challengesî. NATO leaders on Monday had taken a forceful stance towards Beijing in a communique at United States President Joe Biden's first summit with the alliance. ""China's stated ambitions and assertive behaviour present systemic challenges to the rules-based international order and to areas relevant to alliance security,"" NATO leaders had said. The new U.S. president has urged his fellow NATO leaders to stand up to China's authoritarianism and growing military might, a change of focus for an alliance created to defend Europe from the Soviet Union during the Cold War. The NATO statement ""slandered"" China's peaceful development, misjudged the international situation, and indicated a ""Cold War mentality,"" China said in a response posted on the mission's website. China is always committed to peaceful development, it added. ""We will not pose a 'systemic challenge' to anyone, but if anyone wants to pose a 'systemic challenge' to us, we will not remain indifferent."" In Beijing, a spokesman for the foreign ministry, Zhao Lijian, said the United States and Europe had ""different interests,"" and that some European countries ""will not tie themselves to the anti-China war chariot of the United States"". G7 nations meeting in Britain over the weekend scolded China over human rights in its Xinjiang region, called for Hong Kong to keep a high degree of autonomy and demanded a full investigation of the origins of the coronavirus in China. China's embassy in London said it was resolutely opposed to mentions of Xinjiang, Hong Kong and Taiwan, which it said distorted the facts and exposed the sinister intentions of a few countries such as the United States.î",0
China denies using force to retrieve rocket debris in South China Sea,"China denied on Monday that one of its coastguard ships used force to retrieve a piece of a rocket floating in the ocean that was being towed by a Philippine vessel in the South China Sea. A Philippine military commander said earlier the Chinese coastguard ship ""forcefully retrieved"" the object by cutting a line attaching it to a Philippine boat. China's foreign ministry spokeswoman Mao Ning told a regular briefing that the object was debris from a rocket's payload fairing - casing that protects the nose-cone of a spacecraft - launched by China. ",0
U.S. accuses China of increased South China Sea 'provocations',"The United States on Tuesday accused China of increased ""provocations"" against rival claimants to territory in the South China Sea and other states operating there. ""There is a clear and upward trend of PRC provocations against South China Sea claimants and other states lawfully operating in the region, Jung Pak, deputy assistant secretary for East Asia at the State Department, told a U.S. think tank event, referring to the People's Republic of China. Pak told the Center for Strategic and International Studies that Chinese aircraft had increasingly engaged in unsafe intercepts of Australian aircraft in international airspace above the South China Sea and in three separate incidents in the last few months had challenged marine research and energy exploration activities within the exclusive economic zone of the Philippines. Pak made the comment ahead of an anticipated call between President Joe Biden and Chinese President Xi Jinping this week, which is expected to focus on ways to prevent the growing U.S.-China strategic rivalry veering into conflict, particularly over the self-ruled Chinese-claimed island of Taiwan. Pak said Washington had a ""very complicated relationship with Beijing"" was not trying to counter everything it was doing in Southeast Asia and the rest of the developing world. ""We want to make sure that countries, as they have their relationships with Beijing, have the tools and the power, and the and the ability to stand up for their autonomy and their sovereign decision making,"" she said. Her remarks also came ahead of meetings of Southeast Asian foreign ministers and partners, including the United States, next week in Cambodia. China claims nearly all of the South China Sea and Pak called the claims ""expansive and unlawful."" She added that China's ""provocative actions"" to implement such claims ""contribute to regional instability, damage the economies of other claimant states, undermine the existing maritime order, and threaten the rights and interests of all nations that rely on or operate in this vital waterway.""",0
US accuses China of global media manipulation,"China is manipulating global media through censorship, data harvesting and covert purchases of foreign news outlets, the United States said on Thursday, warning the trend could lead to a ""sharp contraction"" of global freedom of expression. The U.S. State Department said in a report that Beijing has spent billions of dollars annually on information manipulation efforts, including by acquiring stakes in foreign media through ""public and non-public means,"" sponsoring online influencers and securing distribution agreements that promote unlabeled Chinese government content. The U.S. report comes amid controversy over China's efforts in recent years to expand the global footprint of its government-controlled media, especially as geopolitical competition between Beijing and Washington has intensified. Chinese leaders have sought to combat the negative images of China they feel are spread by world media. Liu Pengyu, spokesperson for China's embassy in Washington, said the report was about heightening ideological confrontation and ""smearing China's domestic and foreign policies."" ""Written with a Cold-War mentality, the report is just another tool to keep China down and buttress American hegemony. China is strongly against such moves,"" Liu said. Citing public reports and ""newly acquired government information,"" the State Department's Global Engagement Center said Beijing had created its own information ecosystem by co-opting foreign political elites and journalists. It had also invested in satellite networks and digital television services in developing regions that prioritize Chinese state-backed media content. Chinese data harvesting overseas ""has enabled Beijing to fine-tune global censorship by targeting specific individuals and organizations,"" it said. ""Unchecked, Beijing's efforts could result in ... a sharp contraction of global freedom of expression,"" the report said. Despite unprecedented resources devoted to the campaign, Beijing had encountered ""major setbacks"" when targeting democratic countries, due to local media and civil society push-back, according to the report, which was produced under a congressional mandate to detail state information manipulation.",0
